"CLIENTNUM","STATUS","CUSTOMER_AGE","GENDER","DEPENDENT_COUNT","EDUCATION_LEVEL","MARITAL_STATUS","INCOME_CATEGORY","CARD_CATEGORY","MONTHS_ON_BOOK","TOTAL_RELATIONSHIP_COUNT","MONTHS_INACTIVE_12_MON","CONTACTS_COUNT_12_MON","CREDIT_LIMIT","TOTAL_REVOLVING_BAL","AVG_OPEN_TO_BUY","TOTAL_TRANS_AMT","TOTAL_TRANS_CT","AVG_UTILIZATION_RATIO"
715702758,Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,36,4,3,3,1860,0,1860,1731,29,0.0
715705683,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,36,4,3,2,1936,1101,835,4578,70,0.569
715708308,Existing Customer,54,F,3,Doctorate,Married,$40K - $60K,Blue,39,3,1,3,2112,1594,518,1338,29,0.755
715710708,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,37,6,3,2,18085,747,17338,4583,76,0.041
715713408,Existing Customer,55,M,2,Graduate,Married,Less than $40K,Gold,46,3,5,3,15987,0,15987,15853,117,0.0
715714458,Attrited Customer,48,M,5,Graduate,Single,$40K - $60K,Blue,38,2,3,3,4446,0,4446,8753,76,0.0
715716333,Existing Customer,62,F,0,High School,Single,Unknown,Blue,50,6,2,2,18819,0,18819,4273,87,0.0
715717608,Existing Customer,41,F,4,Uneducated,Unknown,Less than $40K,Blue,32,4,3,1,3189,0,3189,4813,86,0.0
715719033,Existing Customer,38,F,3,Post-Graduate,Married,Less than $40K,Blue,32,4,3,2,3317,2517,800,3772,74,0.759
715720083,Existing Customer,47,M,5,Unknown,Single,$80K - $120K,Blue,39,6,2,3,13241,0,13241,3157,76,0.0
715724808,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,41,5,2,3,8051,2138,5913,4370,83,0.266
715725858,Existing Customer,43,F,3,Post-Graduate,Single,Less than $40K,Blue,26,6,2,2,2256,1346,910,4893,76,0.597
715728108,Existing Customer,27,F,0,Graduate,Unknown,Less than $40K,Blue,36,1,1,2,4548,1450,3098,14330,131,0.319
715729683,Existing Customer,44,M,3,High School,Single,$120K +,Silver,36,1,2,2,34516,1106,33410,7936,76,0.032
715731033,Existing Customer,50,M,3,Graduate,Single,$120K +,Blue,42,3,1,3,33996,949,33047,3569,77,0.028
715732533,Attrited Customer,52,M,4,Graduate,Married,$60K - $80K,Blue,36,4,1,3,9375,1625,7750,2108,51,0.173
715735233,Existing Customer,51,F,5,Post-Graduate,Married,Less than $40K,Blue,44,5,1,1,3449,1598,1851,1679,42,0.463
715736283,Existing Customer,55,F,4,Doctorate,Single,Less than $40K,Blue,44,3,1,1,1912,0,1912,4666,98,0.0
715737258,Existing Customer,41,F,1,College,Married,Less than $40K,Blue,32,6,3,3,2225,0,2225,4917,84,0.0
715739733,Existing Customer,34,M,1,High School,Single,$40K - $60K,Blue,25,4,1,2,1793,1141,652,5293,88,0.636
715742658,Existing Customer,41,F,3,Graduate,Unknown,Less than $40K,Blue,13,1,3,2,6077,1421,4656,12489,97,0.234
715745508,Existing Customer,51,F,4,Graduate,Single,Unknown,Blue,34,3,1,2,11221,1279,9942,1564,45,0.114
715746633,Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue,54,3,1,2,5577,689,4888,4256,70,0.124
715749108,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Gold,37,5,1,2,34516,2429,32087,3205,57,0.07
715749858,Existing Customer,30,M,1,Unknown,Married,$40K - $60K,Blue,18,5,1,3,4726,1380,3346,1723,31,0.292
715750758,Existing Customer,56,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,1,1,9031,1535,7496,1602,35,0.17
715754133,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,32,2,2,3,3391,1359,2032,13212,107,0.401
715756683,Existing Customer,50,M,4,Graduate,Single,$80K - $120K,Blue,36,3,2,4,14804,1696,13108,15237,111,0.115
715759458,Existing Customer,43,M,3,Graduate,Single,$80K - $120K,Blue,31,6,2,4,12165,0,12165,4066,74,0.0
715760733,Existing Customer,58,M,4,High School,Married,$40K - $60K,Blue,47,6,3,4,7803,1885,5918,1199,25,0.242
715762083,Existing Customer,46,M,0,Uneducated,Single,$60K - $80K,Silver,36,6,3,2,30501,2030,28471,2525,45,0.067
715764483,Existing Customer,53,F,3,High School,Unknown,Less than $40K,Blue,37,3,2,4,7202,974,6228,1397,33,0.135
715765758,Existing Customer,54,F,2,Uneducated,Single,Less than $40K,Blue,41,5,2,4,1438,814,624,4217,72,0.566
715767033,Existing Customer,56,F,3,College,Single,Unknown,Blue,36,5,1,3,1438,0,1438,4919,83,0.0
715769958,Existing Customer,53,F,3,Unknown,Married,$40K - $60K,Blue,39,3,2,2,4855,1912,2943,14969,104,0.394
715771608,Existing Customer,41,M,3,Graduate,Married,$120K +,Silver,36,3,3,2,34516,1453,33063,4147,76,0.042
715773783,Attrited Customer,44,F,2,Graduate,Single,$40K - $60K,Blue,35,2,3,4,4196,561,3635,2558,38,0.134
715774833,Existing Customer,41,F,2,Doctorate,Unknown,Less than $40K,Blue,36,4,1,2,1801,940,861,3797,74,0.522
715776033,Existing Customer,46,M,5,Uneducated,Single,$60K - $80K,Blue,33,4,1,3,3135,0,3135,4116,68,0.0
715778358,Existing Customer,45,M,5,Graduate,Married,$120K +,Blue,26,6,3,2,34516,797,33719,3643,59,0.023
715779333,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,36,5,2,3,4753,0,4753,3895,71,0.0
715783758,Existing Customer,40,M,4,Graduate,Divorced,$120K +,Blue,30,5,3,3,25188,1295,23893,1513,38,0.051
715784808,Existing Customer,57,F,4,Post-Graduate,Single,$40K - $60K,Blue,48,4,2,1,2576,1678,898,3913,86,0.651
715785933,Existing Customer,54,M,3,College,Married,$80K - $120K,Blue,45,4,3,0,3380,1655,1725,1636,58,0.49
715797783,Existing Customer,55,F,1,Uneducated,Divorced,$40K - $60K,Blue,47,3,2,3,2697,1863,834,4615,81,0.691
715798608,Existing Customer,45,F,4,Graduate,Married,$40K - $60K,Blue,34,4,4,2,4244,1066,3178,4016,89,0.251
715799808,Attrited Customer,52,M,0,High School,Single,$60K - $80K,Blue,39,4,3,2,3764,0,3764,6574,69,0.0
715800708,Existing Customer,60,F,0,Uneducated,Married,Less than $40K,Blue,49,3,1,2,3955,2000,1955,1560,43,0.506
715803933,Existing Customer,47,M,1,Post-Graduate,Single,$60K - $80K,Blue,36,4,2,2,9090,1371,7719,4422,65,0.151
715805133,Existing Customer,52,F,1,High School,Single,Less than $40K,Blue,43,6,2,2,2705,1581,1124,5532,81,0.584
715807383,Existing Customer,45,F,4,Post-Graduate,Single,$40K - $60K,Blue,36,1,3,3,4688,0,4688,5248,89,0.0
715808808,Existing Customer,48,F,4,Uneducated,Married,Unknown,Blue,36,2,6,1,7469,1216,6253,13614,104,0.163
715812258,Existing Customer,45,M,2,High School,Married,$80K - $120K,Blue,34,5,5,2,12518,1539,10979,1165,33,0.123
715814433,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,36,6,2,3,5877,1160,4717,3565,83,0.197
715815783,Existing Customer,46,M,3,Graduate,Married,$60K - $80K,Blue,29,3,2,2,3429,0,3429,4591,85,0.0
715821183,Existing Customer,42,F,4,College,Married,Unknown,Blue,23,3,3,2,7102,0,7102,4083,68,0.0
715822008,Existing Customer,32,M,1,High School,Married,Less than $40K,Blue,14,4,2,2,3568,2175,1393,1913,35,0.61
715824108,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,38,3,1,3,3773,1291,2482,4697,75,0.342
715825458,Attrited Customer,47,M,2,Graduate,Married,$80K - $120K,Blue,36,3,3,2,12933,2239,10694,6564,56,0.173
715827858,Existing Customer,58,F,4,Uneducated,Married,Less than $40K,Blue,47,3,3,3,2822,2173,649,1218,23,0.77
715829358,Existing Customer,33,F,4,College,Married,$40K - $60K,Blue,26,1,2,3,2874,2517,357,4794,88,0.876
715830558,Attrited Customer,50,M,2,Uneducated,Unknown,$120K +,Blue,38,6,2,1,34516,397,34119,7454,81,0.012
715832058,Existing Customer,40,F,5,Graduate,Unknown,Less than $40K,Blue,36,2,2,3,4512,1172,3340,14414,98,0.26
715839708,Existing Customer,51,M,1,Graduate,Married,$120K +,Blue,39,2,3,2,34516,2452,32064,7111,82,0.071
715842183,Existing Customer,42,F,5,High School,Married,Less than $40K,Blue,35,5,4,3,1514,745,769,4004,69,0.492
715843533,Existing Customer,26,M,1,College,Single,$40K - $60K,Blue,36,3,4,3,2703,1256,1447,2111,29,0.465
715844733,Existing Customer,45,M,5,High School,Married,$60K - $80K,Blue,36,6,3,2,2174,877,1297,4596,71,0.403
715847058,Attrited Customer,59,F,2,Uneducated,Divorced,Less than $40K,Blue,36,3,3,3,1863,1853,10,2462,40,0.995
715848408,Existing Customer,61,M,1,Graduate,Unknown,$80K - $120K,Blue,52,6,6,1,8851,0,8851,1257,36,0.0
715849983,Existing Customer,44,F,4,Unknown,Married,Less than $40K,Blue,36,4,1,4,2107,0,2107,4007,82,0.0
715851333,Existing Customer,42,M,4,High School,Married,$60K - $80K,Blue,27,2,3,2,13804,1903,11901,7376,97,0.138
715855083,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,36,6,2,4,19762,507,19255,2793,67,0.026
715856208,Existing Customer,47,M,3,Graduate,Single,$60K - $80K,Blue,36,5,4,3,1896,1119,777,4028,76,0.59
715857183,Existing Customer,46,M,2,College,Single,$60K - $80K,Blue,36,3,3,2,4939,1296,3643,2150,43,0.262
715858008,Attrited Customer,49,F,1,Uneducated,Married,$40K - $60K,Blue,39,2,3,3,8061,2517,5544,1224,31,0.312
715859058,Existing Customer,54,M,3,Post-Graduate,Married,$120K +,Blue,42,6,3,4,3092,2165,927,1369,37,0.7
715864983,Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,43,5,2,2,1978,0,1978,4870,83,0.0
715866033,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,36,5,2,1,2535,1352,1183,3840,72,0.533
715870758,Existing Customer,35,M,4,Graduate,Married,$120K +,Blue,30,4,3,4,34516,1018,33498,2350,55,0.029
715872333,Existing Customer,41,M,0,High School,Unknown,$120K +,Blue,36,3,2,3,18214,1998,16216,1344,21,0.11
715878183,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,35,4,3,3,18325,723,17602,1517,33,0.039
715880283,Existing Customer,57,M,1,High School,Single,$120K +,Blue,47,4,4,2,9272,982,8290,4649,89,0.106
715883358,Existing Customer,52,M,3,College,Married,$80K - $120K,Blue,39,3,3,2,18352,1509,16843,1454,29,0.082
715884858,Existing Customer,38,M,2,High School,Married,$80K - $120K,Blue,36,5,3,3,2407,843,1564,1470,28,0.35
715891533,Existing Customer,45,F,4,Graduate,Unknown,Less than $40K,Blue,33,1,2,1,1979,1305,674,5458,84,0.659
715893633,Existing Customer,47,F,4,Doctorate,Single,Less than $40K,Blue,36,4,3,2,2193,1084,1109,4755,81,0.494
715898058,Existing Customer,53,M,2,Graduate,Married,$120K +,Blue,36,5,1,3,11023,0,11023,1656,41,0.0
715901508,Existing Customer,35,M,1,High School,Married,$80K - $120K,Blue,25,6,1,2,23991,2307,21684,1843,43,0.096
715904433,Attrited Customer,42,F,4,College,Married,$40K - $60K,Blue,34,1,3,2,1695,0,1695,2055,46,0.0
715905633,Existing Customer,45,M,1,Graduate,Single,$60K - $80K,Blue,36,3,1,3,6022,1433,4589,3433,68,0.238
715908558,Existing Customer,44,M,0,Graduate,Unknown,$60K - $80K,Silver,36,1,1,1,29572,1584,27988,7566,88,0.054
715910883,Existing Customer,48,F,1,High School,Married,Less than $40K,Blue,40,5,4,3,4170,1384,2786,4532,94,0.332
715915458,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,5,2,2,3156,1644,1512,1151,31,0.521
715919283,Attrited Customer,39,F,4,College,Single,$40K - $60K,Blue,36,3,2,3,1776,0,1776,2201,31,0.0
715921758,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,25,5,3,2,1438,0,1438,2882,68,0.0
715923408,Existing Customer,30,F,0,College,Married,Less than $40K,Blue,19,4,2,3,4184,1254,2930,14999,110,0.3
715928808,Existing Customer,42,F,2,High School,Married,Less than $40K,Blue,31,3,5,2,3964,1218,2746,4580,75,0.307
715932708,Existing Customer,41,M,3,Unknown,Unknown,$60K - $80K,Blue,36,4,3,1,5813,1614,4199,4365,75,0.278
715934283,Existing Customer,39,F,2,High School,Single,$40K - $60K,Blue,26,6,3,2,3142,1639,1503,3046,56,0.522
715937133,Existing Customer,64,F,1,Uneducated,Married,$40K - $60K,Blue,52,6,2,2,4999,2299,2700,1601,48,0.46
715940358,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,42,6,2,2,5822,2387,3435,1804,49,0.41
715941633,Existing Customer,50,F,0,Graduate,Married,Less than $40K,Blue,36,3,3,3,1438,0,1438,3800,69,0.0
715942683,Existing Customer,32,F,3,Graduate,Single,Less than $40K,Blue,36,3,1,3,3555,0,3555,2346,71,0.0
715948833,Existing Customer,48,M,4,Graduate,Married,$120K +,Blue,39,4,2,4,24931,1353,23578,5031,79,0.054
715950483,Attrited Customer,39,F,1,Uneducated,Married,$40K - $60K,Blue,27,3,3,3,2821,725,2096,2397,35,0.257
715952883,Existing Customer,73,M,0,High School,Married,$40K - $60K,Blue,36,5,3,2,4469,1125,3344,1765,34,0.252
715954158,Attrited Customer,48,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,3,2,4,2954,931,2023,2433,29,0.315
715955208,Existing Customer,35,F,1,High School,Single,Less than $40K,Blue,26,3,3,2,2189,1833,356,4530,72,0.837
715956258,Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,2004,0,2004,1974,60,0.0
715957233,Existing Customer,53,M,3,College,Single,$60K - $80K,Blue,36,5,1,1,19940,2018,17922,4694,75,0.101
715958583,Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,43,1,2,2,2041,1158,883,3588,63,0.567
715960308,Attrited Customer,53,F,1,Graduate,Divorced,Less than $40K,Blue,44,3,3,3,4090,2517,1573,2016,49,0.615
715964058,Existing Customer,39,F,1,High School,Single,Less than $40K,Blue,31,5,2,1,1862,726,1136,5105,79,0.39
715968858,Existing Customer,28,M,0,Post-Graduate,Married,Unknown,Blue,13,4,1,2,2608,1630,978,1822,33,0.625
715970133,Existing Customer,33,F,4,College,Divorced,Less than $40K,Blue,24,6,2,2,9857,0,9857,3448,103,0.0
715971108,Existing Customer,51,M,4,Graduate,Single,$120K +,Blue,42,3,2,3,34516,1763,32753,1550,41,0.051
715973583,Existing Customer,56,M,3,Uneducated,Married,$120K +,Blue,36,6,3,3,34516,1047,33469,1378,30,0.03
715974783,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,40,4,3,3,4186,0,4186,4590,69,0.0
715976433,Existing Customer,42,M,3,High School,Unknown,Less than $40K,Blue,31,4,2,4,7802,1885,5917,4212,75,0.242
715980258,Existing Customer,36,F,1,Doctorate,Single,Less than $40K,Blue,25,1,2,3,2835,2511,324,4811,77,0.886
715984908,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,36,4,3,2,2866,1882,984,4850,84,0.657
715986258,Existing Customer,53,F,1,Uneducated,Single,$40K - $60K,Silver,41,3,3,2,15845,1675,14170,4037,68,0.106
715987758,Attrited Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,3,2,1,3261,0,3261,3081,50,0.0
715989108,Existing Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,42,3,3,3,27514,1834,25680,12841,100,0.067
715992558,Existing Customer,52,M,2,Doctorate,Married,$80K - $120K,Blue,38,4,2,2,12878,1628,11250,1968,59,0.126
715993608,Existing Customer,51,M,2,College,Single,$120K +,Blue,41,6,3,2,26714,2517,24197,1686,50,0.094
715995933,Existing Customer,46,M,0,Graduate,Single,$120K +,Blue,36,6,2,1,2692,1631,1061,4619,83,0.606
715996983,Existing Customer,47,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,5,2,2,17682,2481,15201,1747,31,0.14
715999608,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,4,1,2,2377,1649,728,1378,26,0.694
716002458,Existing Customer,43,M,4,College,Married,$40K - $60K,Blue,30,1,1,2,7386,656,6730,15691,126,0.089
716004258,Existing Customer,45,M,4,High School,Single,$60K - $80K,Blue,35,1,1,3,8449,2092,6357,17634,120,0.248
716007708,Existing Customer,48,M,2,Graduate,Married,$120K +,Blue,37,3,1,2,8956,1279,7677,4814,73,0.143
716009883,Existing Customer,41,F,1,Graduate,Single,$40K - $60K,Blue,28,1,3,1,8482,585,7897,4245,74,0.069
716013858,Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,34,3,1,4,20231,1434,18797,5002,78,0.071
716014983,Existing Customer,56,F,3,High School,Single,Less than $40K,Blue,48,6,5,3,8340,1902,6438,3755,77,0.228
716019333,Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,56,6,3,3,2279,1789,490,4091,82,0.785
716022258,Attrited Customer,51,F,3,College,Single,Less than $40K,Blue,36,3,3,3,8960,2222,6738,1853,40,0.248
716023533,Existing Customer,49,F,1,Post-Graduate,Single,Unknown,Blue,39,6,3,2,2880,1996,884,4334,81,0.693
716024808,Attrited Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,36,3,3,3,4829,2418,2411,938,21,0.501
716027208,Existing Customer,47,M,4,Doctorate,Married,$60K - $80K,Blue,36,4,1,1,19665,706,18959,1110,58,0.036
716028108,Existing Customer,35,F,2,College,Single,Less than $40K,Blue,18,6,2,0,2658,0,2658,4667,83,0.0
716029158,Existing Customer,59,M,0,Unknown,Married,$60K - $80K,Blue,36,6,4,5,4230,1366,2864,1480,35,0.323
716032233,Existing Customer,42,M,2,College,Married,$80K - $120K,Blue,32,5,2,2,22120,1805,20315,3981,65,0.082
716033508,Existing Customer,46,M,2,Graduate,Single,$60K - $80K,Blue,34,1,3,2,6272,1434,4838,4514,66,0.229
716037708,Existing Customer,50,M,0,Uneducated,Divorced,$60K - $80K,Blue,39,6,3,3,9474,1021,8453,3240,54,0.108
716038533,Existing Customer,42,F,3,Graduate,Unknown,Less than $40K,Blue,32,3,1,2,7169,902,6267,1438,35,0.126
716039433,Existing Customer,48,F,2,High School,Single,Less than $40K,Blue,35,4,6,1,1686,1271,415,3445,64,0.754
716040783,Existing Customer,45,F,3,Graduate,Unknown,Less than $40K,Silver,36,3,2,2,14521,0,14521,4178,66,0.0
716041908,Existing Customer,54,F,1,High School,Single,Less than $40K,Blue,43,5,2,4,2082,805,1277,4383,75,0.387
716043258,Existing Customer,53,M,3,Unknown,Married,$40K - $60K,Blue,41,6,1,2,1595,870,725,1745,41,0.545
716044383,Existing Customer,41,F,3,High School,Unknown,Unknown,Blue,36,5,1,2,5869,0,5869,4191,65,0.0
716045508,Existing Customer,40,F,2,Unknown,Single,Less than $40K,Blue,36,2,2,3,3569,1054,2515,7963,85,0.295
716053083,Attrited Customer,33,M,2,Graduate,Married,$120K +,Blue,21,2,2,4,27992,0,27992,837,18,0.0
716056158,Attrited Customer,63,M,0,Graduate,Single,$60K - $80K,Blue,51,3,3,3,11619,0,11619,2395,49,0.0
716059608,Existing Customer,48,F,4,College,Single,Less than $40K,Blue,38,4,3,3,4894,1505,3389,3277,67,0.308
716060358,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,45,2,2,2,4621,913,3708,4952,82,0.198
716063583,Existing Customer,41,M,3,High School,Divorced,$60K - $80K,Blue,32,1,2,1,4549,2109,2440,8642,85,0.464
716067333,Existing Customer,61,M,0,Graduate,Married,Unknown,Blue,36,2,3,3,6959,945,6014,4553,84,0.136
716068683,Existing Customer,28,M,0,Uneducated,Divorced,Unknown,Blue,36,3,3,3,16766,1535,15231,3093,77,0.092
716071233,Existing Customer,42,M,0,High School,Unknown,$80K - $120K,Silver,35,5,2,3,34516,1934,32582,4613,73,0.056
716075208,Existing Customer,32,F,3,High School,Married,Less than $40K,Blue,22,4,2,4,4561,2029,2532,1874,38,0.445
716077458,Existing Customer,46,M,3,Uneducated,Married,$40K - $60K,Blue,36,4,2,4,4707,1121,3586,3188,71,0.238
716079708,Existing Customer,46,F,3,College,Single,Less than $40K,Blue,36,5,2,2,2503,2373,130,4647,65,0.948
716088783,Attrited Customer,60,M,0,College,Married,$80K - $120K,Blue,50,1,4,2,29239,0,29239,8169,65,0.0
716089983,Existing Customer,31,M,0,Graduate,Single,$40K - $60K,Blue,24,3,1,4,12050,1732,10318,2015,46,0.144
716093133,Existing Customer,38,F,2,Uneducated,Single,$40K - $60K,Blue,31,5,2,2,12228,2137,10091,3831,68,0.175
716094333,Existing Customer,49,M,1,Graduate,Single,$80K - $120K,Blue,42,6,2,1,17764,1459,16305,2750,57,0.082
716096358,Existing Customer,45,F,3,Uneducated,Single,Less than $40K,Blue,39,5,4,1,2551,2253,298,3753,63,0.883
716098683,Existing Customer,46,F,5,Graduate,Unknown,Unknown,Blue,36,2,3,1,5496,1816,3680,7985,93,0.33
716099958,Attrited Customer,39,F,5,Unknown,Married,$40K - $60K,Blue,31,3,3,6,3333,1867,1466,3348,50,0.56
716101308,Existing Customer,48,M,3,Unknown,Married,$40K - $60K,Blue,35,6,3,4,2173,0,2173,4251,60,0.0
716102583,Existing Customer,63,F,1,Graduate,Married,Less than $40K,Blue,53,6,1,3,2675,2517,158,1959,56,0.941
716104983,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,32,6,3,2,2250,2117,133,1617,31,0.941
716106108,Existing Customer,49,M,4,Post-Graduate,Married,$120K +,Silver,41,2,3,2,34516,0,34516,13376,129,0.0
716107158,Attrited Customer,32,F,0,Graduate,Single,Less than $40K,Blue,20,5,1,5,3983,431,3552,3098,46,0.108
716108283,Existing Customer,53,F,4,Graduate,Married,Less than $40K,Blue,46,6,3,3,4430,1579,2851,4833,82,0.356
716111808,Existing Customer,57,F,2,Unknown,Married,Less than $40K,Blue,49,5,3,1,2679,2011,668,1723,28,0.751
716112933,Attrited Customer,39,F,3,Graduate,Married,Unknown,Blue,36,3,2,3,1575,592,983,644,15,0.376
716116383,Existing Customer,45,F,1,Unknown,Married,Less than $40K,Blue,36,1,2,1,5087,2517,2570,4682,77,0.495
716118633,Existing Customer,43,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,36,6,1,1,5427,2177,3250,4328,73,0.401
716122008,Attrited Customer,44,F,3,Unknown,Married,Less than $40K,Blue,35,3,3,2,1855,0,1855,2544,27,0.0
716123283,Existing Customer,59,M,1,Unknown,Single,$60K - $80K,Blue,48,3,1,2,7288,0,7288,14873,120,0.0
716124408,Attrited Customer,32,M,2,Graduate,Single,$120K +,Gold,22,2,2,3,34516,1692,32824,7486,64,0.049
716127333,Attrited Customer,45,F,3,Graduate,Married,Unknown,Blue,36,5,2,3,18432,484,17948,2300,45,0.026
716128083,Existing Customer,56,M,2,High School,Married,$40K - $60K,Blue,36,5,2,3,3295,2002,1293,1191,34,0.608
716129208,Existing Customer,37,M,3,Graduate,Married,$40K - $60K,Blue,36,3,3,3,2031,0,2031,1678,36,0.0
716131083,Existing Customer,47,M,2,Graduate,Single,$40K - $60K,Blue,35,6,1,3,2676,2157,519,4640,69,0.806
716134533,Existing Customer,44,M,4,College,Single,$80K - $120K,Blue,34,4,4,3,22074,0,22074,4406,80,0.0
716136333,Attrited Customer,40,F,4,Uneducated,Single,Less than $40K,Blue,24,5,2,1,4212,2517,1695,2725,41,0.598
716138958,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,33,6,4,4,3160,1180,1980,3740,68,0.373
716139933,Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,36,3,1,2,16286,1710,14576,2552,49,0.105
716142858,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Silver,36,3,1,4,10961,1391,9570,3914,77,0.127
716144058,Existing Customer,36,F,1,College,Single,$40K - $60K,Blue,25,6,3,3,1888,0,1888,1886,66,0.0
716147658,Existing Customer,49,F,2,Uneducated,Single,Unknown,Blue,40,2,3,1,2464,1601,863,4739,86,0.65
716149383,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,36,6,3,3,3674,895,2779,1703,48,0.244
716150358,Existing Customer,38,M,3,Graduate,Married,Less than $40K,Silver,27,3,2,3,10343,2070,8273,14805,115,0.2
716151858,Existing Customer,46,M,3,Unknown,Single,$80K - $120K,Blue,36,5,1,3,12932,1893,11039,15372,97,0.146
716154258,Existing Customer,48,M,4,Doctorate,Unknown,$60K - $80K,Silver,38,3,2,2,32658,1482,31176,2023,37,0.045
716156508,Existing Customer,52,M,2,High School,Single,$40K - $60K,Blue,36,3,1,3,1470,0,1470,4095,63,0.0
716157408,Existing Customer,53,M,0,High School,Married,$60K - $80K,Blue,46,4,4,2,1590,0,1590,4229,73,0.0
716159958,Existing Customer,49,M,2,Unknown,Married,$60K - $80K,Blue,36,2,1,2,6224,1329,4895,14238,93,0.214
716160708,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,36,4,3,1,1861,1677,184,5225,94,0.901
716162583,Existing Customer,45,F,0,Unknown,Single,Less than $40K,Blue,36,6,2,3,3230,2517,713,1931,57,0.779
716165508,Existing Customer,51,M,2,Uneducated,Married,$60K - $80K,Blue,40,2,1,1,3559,0,3559,4498,94,0.0
716169258,Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,39,3,3,4,7128,1560,5568,1468,44,0.219
716170308,Existing Customer,27,F,0,Graduate,Divorced,Unknown,Blue,36,5,1,0,13439,2003,11436,4715,86,0.149
716171358,Existing Customer,51,M,4,College,Married,$40K - $60K,Blue,36,2,3,1,4436,2222,2214,4460,85,0.501
716174433,Existing Customer,65,F,1,College,Married,Less than $40K,Blue,54,3,3,3,2888,1134,1754,2489,54,0.393
716176683,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,33,5,1,1,2371,1748,623,4460,78,0.737
716177583,Existing Customer,58,F,1,Post-Graduate,Single,Less than $40K,Blue,36,6,2,4,1438,0,1438,4722,89,0.0
716178483,Existing Customer,41,F,4,Uneducated,Unknown,$40K - $60K,Blue,29,4,3,2,2430,0,2430,4334,71,0.0
716181858,Existing Customer,42,F,2,Uneducated,Married,$40K - $60K,Blue,29,1,2,2,1622,0,1622,4633,67,0.0
716183283,Existing Customer,27,F,1,College,Divorced,Less than $40K,Blue,15,5,3,2,2166,890,1276,3563,70,0.411
716186883,Existing Customer,48,F,4,College,Married,$40K - $60K,Blue,37,3,6,2,1792,933,859,4120,78,0.521
716194683,Existing Customer,41,M,4,Graduate,Divorced,$40K - $60K,Blue,30,4,2,3,2334,1138,1196,2155,48,0.488
716198358,Existing Customer,33,F,4,Post-Graduate,Married,$40K - $60K,Blue,36,4,2,3,2372,1887,485,1852,55,0.796
716199408,Attrited Customer,52,F,2,Graduate,Single,Unknown,Blue,41,2,3,3,3608,2517,1091,4907,53,0.698
716201133,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,36,4,3,1,1476,0,1476,4279,76,0.0
716201883,Existing Customer,46,M,2,Graduate,Unknown,$120K +,Silver,39,2,2,3,34516,1381,33135,14696,114,0.04
716203308,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,42,6,3,3,2731,1692,1039,1220,22,0.62
716204883,Existing Customer,53,M,4,College,Unknown,$60K - $80K,Blue,44,5,3,1,7026,1728,5298,3935,66,0.246
716207508,Existing Customer,36,M,3,High School,Married,$60K - $80K,Blue,36,5,2,4,5497,1517,3980,1981,38,0.276
716210283,Existing Customer,36,F,1,High School,Married,Unknown,Blue,36,6,3,4,8500,2517,5983,1618,37,0.296
